date,continent,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,hosp_patients,icu_patients,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence
907,2,5,8523838,7196,85936,530,87170367,565,1700,449,33543312,32891469,49899373,64422,18436,2,26,595530624,698,21,18,4,60428,20,543,6
232,1,7,5001045,5911,495395,158,61404808,87298,2937,83,34731848,34154728,50917132,6480,4946,1,95,688630947,846,25,9,4,45745,39,383,13
163,0,6,4463418,6481,234873,537,59669870,71094,804,331,13944561,63179805,33143244,93080,15068,0,21,239617613,230,39,16,13,32039,14,417,12
54,1,2,9771802,2761,81515,425,95660456,16375,451,102,58753083,61312825,12994472,60389,13732,1,52,1020637806,574,24,11,13,47872,34,307,4
804,3,2,4345760,4456,208137,680,15483856,25710,150,207,2123361,43288371,30570807,68393,4089,1,73,308857299,366,34,22,6,46993,5,189,8
74,1,9,7153768,9607,55390,995,78353363,49895,696,270,31955786,54622217,29562549,4349,357,0,87,1218150147,962,40,19,17,16040,5,380,13
872,1,3,3251298,6361,409861,22,98264346,76639,2062,288,5340534,58640274,60229308,66964,13999,0,15,837705569,445,29,21,14,36021,32,315,6
424,3,4,4465150,5693,223032,46,64309318,15174,234,301,35498387,71559314,31868859,39491,5505,0,98,22999564,960,40,8,8,15366,4,772,10
684,0,5,8389012,5788,54144,524,89072055,87329,709,320,67058544,53493334,53105972,46778,8942,1,90,438245447,771,37,5,7,63039,7,760,5
691,0,3,7249903,201,144454,728,14946225,27597,2556,135,34676404,16769276,27152341,88699,15840,1,96,656224597,721,33,22,15,23304,31,550,2
504,2,3,4897590,6160,4025,833,38098141,74289,1759,200,90387569,48962475,3252469,27677,3250,2,85,1370924931,496,46,12,15,56574,21,732,8
251,0,4,6189573,517,436442,705,14404194,38397,196,18,28194286,78185914,48854844,96440,2258,1,87,116234593,448,40,8,5,27028,28,625,14
748,0,9,1323483,7737,341524,143,62612642,71854,132,384,41794150,51430111,66232703,81254,9102,2,59,765001708,531,30,6,8,53697,48,342,5
456,0,4,1722320,9533,254043,584,24562413,33069,173,418,84107599,7602515,46685225,80345,583,1,84,533653348,300,44,15,6,16242,31,522,15
921,1,7,2332517,1988,118910,667,1763204,85687,2832,99,95585848,23151296,33161500,13272,19822,1,53,132193208,905,42,8,8,53698,29,254,13
468,2,7,3196340,3802,462927,588,97060600,40274,2536,100,55824668,56430220,18267091,11828,14501,1,53,151900246,796,43,16,7,13387,19,581,10
486,2,0,8551881,5808,96055,418,10449244,74237,2520,21,65501051,55943165,31626203,44431,10768,1,56,405714868,803,39,19,19,34866,31,131,19
917,3,4,5387408,7162,388333,680,70490659,72498,2773,485,86778815,10507403,44584858,7856,15231,1,99,920507852,438,31,15,15,8840,0,681,17
786,1,6,5692493,6241,205782,972,41632125,38197,1488,403,82499157,20965302,52044075,11223,18167,1,10,181017476,80,30,23,16,37424,27,508,11
1015,1,8,8247752,8399,396659,798,28708964,48634,722,180,63831751,67250270,61605299,39413,17477,2,80,748666981,686,39,8,7,57629,3,140,11
540,1,7,1087341,5633,283539,84,71641400,30041,1203,240,32923613,56721960,29903721,56822,15737,1,27,190128924,380,23,14,3,53132,11,710,6
468,1,8,6195200,5755,272869,415,38979098,7248,2167,145,75097185,7179683,7506405,35689,5117,1,36,365764631,871,44,8,3,4499,28,714,18
651,1,6,3977266,6309,33461,693,62658162,85365,2619,298,39889071,71041813,15374771,73702,7938,0,8,1191299114,782,31,22,12,34960,33,696,18
993,1,0,5558956,4117,258072,481,57738030,2203,1315,358,49083251,28083349,31934644,56396,10333,1,35,544654996,153,38,23,7,59803,19,642,15
934,0,4,3031756,8345,41115,455,2279569,51986,1585,223,77980746,47850103,41522028,12637,14922,1,99,1110637504,605,34,12,6,45857,20,574,3
364,1,4,843523,1518,110084,826,73641998,25370,2798,436,70921122,49839340,3404469,46534,6746,2,39,485004867,695,35,11,3,5084,24,377,14
473,1,9,8934845,6163,490103,296,29279276,35247,294,258,23282710,61325581,57903052,66414,18517,1,66,168840881,572,42,10,17,23468,37,195,5
13,1,1,4040479,2600,345876,111,9460247,75922,2574,72,19445940,25690972,34608290,76240,6120,0,12,205752086,518,38,22,13,39404,0,302,4
346,1,5,92193,2195,473006,961,33148260,434,457,311,18490412,12583202,49165869,74038,2477,0,92,1105024911,235,27,18,4,12912,22,342,15
74,1,0,1186887,3554,341701,229,79109152,62982,1431,231,20323796,21370606,7355483,15266,6137,1,82,897853158,243,22,22,16,48052,0,350,19
513,0,4,8896761,2849,333404,95,62888188,65180,639,467,92377179,50365045,1644590,48068,2876,0,38,586756958,770,45,7,15,44804,15,495,3
44,0,9,3334817,1742,159762,949,73228089,34474,1811,195,53513484,63019871,10302318,99625,42,2,34,561486295,28,46,14,7,14968,25,245,4
279,0,4,2715514,1306,263551,679,58013770,24644,1662,201,3381281,53231418,68580345,44356,5829,2,43,46338094,781,24,18,6,38977,3,232,5
859,0,8,2658571,3849,73568,377,85112699,38493,1127,325,3920549,43226935,16296715,86295,19825,2,40,408923071,531,29,22,16,57008,24,601,19
895,1,6,4834357,7519,58560,155,54661622,83824,2581,263,26111683,4833754,67536395,15046,8595,1,25,637582014,936,28,12,8,26863,46,105,14
893,0,5,7102173,4195,440556,420,10497324,3959,1976,187,32054404,6258185,41188643,25270,13493,1,99,623708144,997,48,11,17,18042,34,204,13
502,1,6,4892472,5178,148866,104,28030388,47289,2174,494,66575094,58348056,24622730,76342,10408,2,81,252649559,666,26,23,3,49384,39,404,10
472,1,6,481680,2555,150953,704,63667354,11143,432,151,6641319,33632940,50640468,37988,6849,2,26,806746633,418,24,5,11,5885,29,204,11
533,0,7,5165679,2305,217364,329,87549747,39593,2639,138,72883476,71370464,64720457,52179,6686,2,98,1163429038,480,25,14,6,58454,44,771,6
569,1,5,6180142,7619,236770,438,77907493,39115,473,432,54765954,62532618,20995488,35892,10341,2,1,687967073,212,41,14,14,66098,7,569,3
226,1,2,5287118,9280,226024,131,54088798,22540,652,1,28400150,66032228,45395536,29512,19034,1,43,1299868106,108,46,7,19,67570,22,402,15
264,0,6,4100673,2642,180775,866,2204092,35481,363,100,66844871,18034566,46717378,59165,15661,0,56,220671224,582,31,12,10,30845,29,178,9
246,3,7,1534026,9369,437570,381,21949964,95505,1325,295,21903634,21695814,16061048,5099,17261,1,3,1121306410,807,24,19,4,44000,43,369,5
459,0,2,8704434,6409,91288,137,86570605,77097,2657,81,49873396,73234337,23193130,53487,1886,1,16,1335696092,269,37,12,8,60158,15,555,13
439,2,7,3467366,4757,471678,942,60311982,22578,743,492,4554,45365617,56830184,95847,1303,1,25,1107645397,425,26,11,18,16416,0,778,4
220,0,6,327359,2994,381164,842,26487809,12787,1100,232,71286833,77261144,6260518,74088,18124,2,72,646379576,559,21,20,16,2911,48,430,10
129,0,5,317537,8751,361445,269,80882129,72048,2524,298,27655865,797039,49260394,77163,17496,2,93,1356937479,908,46,24,6,27535,1,584,4
299,0,7,6953757,1271,249836,549,96656343,52879,1849,80,13550555,47916632,50872993,90845,7452,1,62,234446521,147,46,20,19,62021,7,236,15
122,1,6,550222,1813,14390,395,43579375,10596,2261,144,69530131,9326606,56934948,50003,6118,0,56,341794390,244,49,21,13,35849,21,536,7
7,1,5,4975026,8801,497619,556,28403632,97282,625,307,23468659,61020847,26837887,66886,8439,1,53,459959044,919,34,23,5,37585,24,267,9
317,1,4,7795134,2461,218547,912,457195,60669,2159,274,44590535,8167427,58214921,77812,11452,0,35,245775196,49,28,21,12,48711,41,238,15
235,2,4,2573619,4120,27307,463,71622140,19930,663,392,64393554,31985015,38004775,11739,14426,1,82,486396056,659,43,24,10,40641,22,456,13
858,2,3,2453752,6124,227436,674,43624911,47950,2970,134,13372911,23049584,42058904,86838,567,1,54,953511484,643,25,19,16,4758,27,248,8
256,1,5,9752741,8475,225121,449,14197710,95737,1668,326,60467028,13309392,54742217,12384,9380,0,23,1308048926,389,27,18,8,39699,9,604,2
555,2,3,7265760,4396,251063,330,4974198,18687,2100,145,25147217,27814420,35764930,33094,1353,0,13,935168441,473,27,18,17,45709,28,756,18
149,2,0,1353038,9283,24502,252,77447900,52833,330,293,3907336,73028569,69122612,2120,11804,1,98,266292173,856,48,23,16,45270,17,375,1
636,2,0,8639483,816,488815,680,64494474,35989,740,302,63989763,7906440,44910066,993,14415,2,1,470115664,173,41,18,14,51255,4,325,14
10,2,8,4657693,7304,22486,962,1529362,30183,396,60,16946856,77939521,34593049,87295,4965,0,93,953059343,239,24,20,7,36874,47,223,18
566,3,0,4264694,7331,373957,284,26195344,20758,1166,274,48919841,77052266,31853298,18150,168,2,21,1005294939,517,22,9,19,63104,4,373,6
493,1,1,707689,82,169330,273,62137612,1082,836,5,38892680,35137486,8227890,64681,11356,1,65,1132205746,415,45,23,12,33033,33,491,2
204,0,9,1296516,1920,188788,19,43317408,96368,2212,250,75013969,60880802,52015598,45388,2671,0,30,837698561,578,44,13,18,36754,45,361,5
581,0,8,9945225,7817,228300,238,48944534,45891,298,348,29908620,70964591,11814513,91292,16762,1,85,804404456,921,40,8,6,54841,8,536,6
446,1,6,3463351,2093,103920,269,87588419,45810,2264,36,40883592,9902196,63473936,51116,1932,2,54,1269586117,917,25,20,19,58493,11,563,9
808,1,3,9653648,7071,212566,417,48321828,46901,129,469,55591171,70466805,30164087,55753,14213,1,14,259924787,237,34,12,16,45736,21,168,10
136,1,6,1854971,7967,493768,944,17659253,83512,578,229,58778382,73812095,25468973,39787,193,1,26,908774016,309,38,8,19,9719,14,588,14
817,0,2,9038807,8367,344912,309,53958955,71062,2371,469,20267512,12494181,46231882,35673,10207,2,32,1396829996,170,47,10,6,23904,37,730,18
272,0,1,1849396,5285,403964,30,78899740,96622,2239,53,15853093,71142116,33517578,8290,4616,2,88,790652401,928,25,5,10,2390,16,118,9
950,0,1,2691276,4937,62785,825,8644155,21563,1415,474,88387786,57060101,35058571,60123,5014,0,76,936150594,403,35,6,4,21386,49,485,15
474,1,6,9017469,369,76050,103,65965577,72008,145,54,51152607,2863185,66194479,16627,7878,1,82,217788004,455,24,16,5,40346,42,522,3
187,1,9,2526954,1818,22738,681,13380659,2775,1827,230,13917530,28252737,28034424,73474,14814,2,5,823283884,804,33,22,7,56560,44,596,7
628,0,3,6549546,2101,74231,185,23379784,15828,1224,468,60012509,11030623,26273335,58844,17684,1,57,246697513,517,26,13,19,41409,3,370,3
681,1,6,8007407,3490,73606,127,19146619,17974,936,116,57597520,56877051,40952791,62904,3200,2,99,1085545026,128,45,17,14,3752,8,673,14
1023,2,6,7385034,1779,486517,209,77061804,22388,1914,17,93851346,48239112,66803057,64705,3373,1,78,1027342138,443,27,21,8,18878,8,477,18
865,1,2,7063410,7674,303806,413,11066829,80591,1317,396,65474054,53673356,19799523,68245,9729,1,12,1348416206,634,32,12,19,40886,33,386,17
238,1,5,9050222,1364,380457,280,98833157,18615,247,297,94255466,38437859,32401680,27629,1383,1,67,239540535,722,32,18,15,49924,0,603,7
23,0,2,8001482,7294,227369,958,66928703,37886,2746,256,29596474,41189732,68167810,44186,15178,1,74,1222391415,648,45,12,18,60785,40,749,5
244,0,7,9055605,3676,475450,252,12480210,22838,2330,17,12068217,29843641,62696968,89621,19921,2,51,958462595,127,42,17,18,67767,27,668,6
605,1,2,1072647,2426,277267,18,4651215,40728,162,326,55014811,57281054,67508857,46537,7924,2,7,728723334,311,21,9,15,62533,28,751,6
96,1,9,1631107,8264,493896,711,99020782,78000,1551,85,26180354,13269142,1704049,30832,11351,2,3,1235413934,736,22,24,7,33245,26,286,2
592,2,7,9417063,8089,156688,731,98050827,52798,232,465,80427044,23602494,10879507,23472,4991,2,93,467714307,881,36,6,19,52538,26,182,3
216,0,6,5106563,2962,495898,135,58555917,72776,2497,342,7309356,39101498,6956530,48850,5202,1,25,448337405,56,32,15,8,17596,9,474,5
446,1,3,8234679,859,273326,222,14411703,70478,1832,353,84113015,43715416,1707346,86298,3622,2,37,1000968278,51,28,10,14,5404,14,131,1
884,1,6,6463768,4138,352513,2,93612059,19622,488,116,69788717,75738235,21570580,9507,9087,1,79,692673613,646,43,17,17,4799,24,572,1
644,1,9,9694402,2424,492094,962,91546230,13536,54,440,31222324,26530147,12179151,75114,16848,0,68,413892448,552,23,13,5,17650,33,268,14
972,1,9,5606594,9256,455229,235,8413054,67136,84,268,98402591,73444697,46453710,55696,1610,1,96,1071081675,163,49,11,13,3590,13,418,12
249,0,0,1950367,4017,162403,853,56357235,5700,1496,428,42713873,61905689,9084953,72247,8804,1,9,725893948,552,20,10,9,59668,40,558,18
71,1,7,1910705,8560,177170,464,93493444,38839,2218,135,35850508,74915856,59342187,56373,16988,2,70,57196834,974,23,8,7,34804,40,438,8
619,2,2,1601596,8342,26128,227,8333715,10248,340,377,53034883,18096451,50235992,61264,620,1,8,256401844,634,29,20,3,56952,13,265,9
742,1,4,3791481,1134,31556,912,2626263,45291,647,287,94341910,49940502,1377189,15979,15335,2,0,220106398,454,35,9,17,65852,28,716,2
539,3,6,5123122,5166,258470,653,35797110,82629,976,24,67886141,35472290,24314906,15049,2602,0,12,725543490,829,26,20,5,69579,17,635,3
457,2,9,7757202,5119,480721,498,95032132,84891,638,202,72363573,50049482,69369265,59081,7098,2,61,386804333,220,42,14,17,65664,9,520,14
833,0,3,6348564,5694,152948,520,58926418,17177,1171,91,61104054,3814859,34315212,24997,155,2,67,332437859,420,30,6,13,50442,40,588,5
1003,1,4,4150276,6136,140021,701,99683685,19483,1665,179,10906180,26573320,10890082,56144,8160,1,43,325391564,532,21,8,13,31496,49,390,15
28,1,6,5723601,5485,51962,861,14578200,43815,2066,191,89392369,11776556,40947218,40830,15398,1,4,532540492,509,46,22,17,42260,28,363,14
897,1,0,5354075,4164,90054,916,29827324,38533,2896,237,94852877,29705636,60293912,81369,6681,2,63,474833145,921,48,17,11,57338,45,212,15
203,1,7,5279548,2346,202278,971,46410998,26,2793,300,42884859,29581714,51391591,85721,15903,1,8,1145309217,299,38,8,9,62931,32,662,14
138,1,8,2382357,5039,24099,676,2204087,60611,1708,285,21281121,3263818,23340363,21746,11309,1,14,1272673249,65,44,19,5,66996,28,366,14
221,2,3,7904069,4897,235943,991,19730934,87242,2217,19,22866887,14176712,41780585,87393,2715,1,51,1342567977,917,23,21,12,51411,24,584,11
607,3,2,2245131,8252,405932,138,55284945,24660,2859,375,83337167,29189602,18378648,9603,4339,0,34,819576426,224,28,11,12,38256,11,309,13
567,2,0,4246049,5041,183683,275,29862571,55103,233,474,54648902,32916977,61337888,76977,8070,0,46,752238015,385,29,16,7,67817,4,657,10
801,1,7,8480473,3901,169957,290,94626818,52253,10,174,20883868,40242202,17102267,4570,449,1,63,326516955,535,48,10,13,67145,22,173,4
661,0,9,5455770,1337,315288,52,30030270,42082,80,89,62554723,32532876,56425339,32316,15106,2,16,522745314,976,35,6,10,33951,28,537,5
649,2,9,1072200,1184,196292,686,67486788,16258,1679,270,68521411,69656504,23027443,51604,1069,1,89,727490833,539,20,12,16,45757,25,665,8
654,0,4,2906158,4426,7837,109,33943120,98315,2296,352,11195784,60939451,21631018,18467,4017,2,55,1212024658,453,31,20,12,56839,34,562,1
855,1,9,1222869,1551,180427,714,61334812,89690,1088,339,85289488,10930315,38939778,78381,2819,1,2,552276316,587,20,14,18,30882,9,587,17
173,2,2,3125354,1629,178371,947,56427547,95220,1619,306,72868030,31730409,62217540,44638,13582,2,62,680541119,971,27,13,11,58227,17,468,6
891,0,9,9818159,9519,412375,647,96290086,15389,1527,73,54994643,4313939,42637495,26943,13867,1,46,533919367,819,33,12,18,8690,20,491,1
53,3,1,4782883,1526,387356,3,29442143,91860,249,418,35448909,79205196,10358041,70369,18669,0,70,381840152,177,29,14,11,34199,9,146,9
656,2,1,6501632,9865,378824,666,46363419,27685,953,212,7697965,30938046,15199102,3340,10227,2,78,77279504,805,20,11,12,34300,45,275,16
507,1,1,9302640,1361,248003,683,70999890,59220,48,110,65287032,16987100,43430964,43532,9382,1,93,643624320,842,23,17,9,48241,34,605,8
637,3,6,3982588,9765,368946,935,49356818,27195,304,43,19463692,5838485,24968744,77848,17783,1,99,1066868720,693,36,6,9,9032,4,761,5
71,1,2,8083123,4370,102413,869,46315118,21797,2425,208,79175395,39075927,14291476,66175,15947,1,54,730820795,660,40,21,18,8121,35,479,11
845,1,2,9956046,5283,51012,46,71668572,71310,2474,308,62393644,24331881,50107599,58918,11932,0,56,794837211,446,32,8,6,63141,27,607,11
285,1,9,6160686,7610,130193,93,54926225,97169,2394,332,682932,66161554,33123303,44188,18632,1,2,661626464,645,41,17,5,21958,26,578,15
319,1,3,9306167,1993,452521,939,81918187,66332,2193,481,82719534,3874044,7465622,15211,10985,1,86,838561100,740,24,13,17,23557,49,799,16
251,0,5,635605,869,218168,559,8941164,93925,2377,76,85195185,39297574,48293340,13496,6375,1,2,725768868,131,23,20,12,54603,30,656,14
794,3,3,7479821,1014,148178,751,45789106,62907,2006,492,1205290,74951054,19420089,94381,15805,1,63,514274325,264,45,21,7,29628,44,539,1
639,2,9,4583897,602,58123,858,62635238,7188,2002,327,40447355,75143934,37994564,57248,17107,1,9,1099547379,202,30,9,10,58471,45,180,1
705,0,9,9203739,690,111825,212,65035971,23696,1993,227,86264019,43701301,8333130,95625,9633,0,28,1209859980,842,32,18,11,28701,5,353,19
31,1,4,7413718,8685,8720,435,78042423,2024,1520,444,1280202,47998879,44813748,41145,5273,1,14,962781223,683,48,8,13,53481,0,275,6
304,0,1,67661,489,168733,851,27867664,73202,1077,347,87138293,34908402,46416172,29672,7535,1,13,659298315,456,32,7,16,37246,21,697,6
1014,1,6,6859991,6864,246103,507,54823389,35985,2204,174,59457819,46178927,12303987,81481,4820,0,7,952599480,827,20,23,9,65572,38,412,14
265,3,5,7585153,7240,224970,835,79280069,6584,878,442,36355296,2462396,38918797,83238,16470,1,31,512040304,719,48,8,14,23589,41,474,12
836,1,7,5914988,7786,224866,650,24125291,90998,1609,333,17986272,71765752,67324456,74255,6846,0,42,627204525,914,20,9,17,26025,39,775,9
331,0,8,6558221,8024,480534,204,47892710,27044,1308,349,82796270,20586657,34009673,36027,15155,2,46,643317446,86,39,7,17,67929,22,685,3
109,3,6,1307506,294,499920,380,79799785,5285,816,448,97080437,6744008,19714857,36251,4149,1,43,581011811,514,29,14,7,51889,37,652,2
955,1,5,2901614,5488,414336,72,74359466,63115,2928,224,99824547,58417997,39128074,19403,18135,1,52,1059037340,709,34,23,8,54307,35,199,14
145,2,2,2966422,4027,150862,515,31620220,7370,763,328,3121754,68234044,64254610,92345,5161,1,85,893327644,215,36,10,13,21422,15,115,3
707,1,0,3708654,2912,58655,75,77359789,17903,910,372,77227347,77650542,38250816,25150,3420,2,63,760324057,333,32,15,18,37711,8,187,9
428,2,3,7315436,9909,190715,840,91746578,32499,463,226,4896544,13629960,9297710,75762,15029,1,1,626685702,424,43,13,16,22634,31,618,14
931,1,4,118033,4744,93448,76,70016732,97904,2454,41,3910936,50924818,47632051,46940,18867,0,17,962573712,796,47,11,12,18930,33,387,18
72,1,5,9018873,1873,178446,815,71168825,22995,1768,385,4493291,15241174,36625260,50476,3212,1,34,1374725424,498,22,16,19,37931,28,182,17
526,2,6,5872354,3258,173979,767,13221459,35200,1833,23,6330386,66895480,3817935,34202,15647,2,94,640262969,497,44,16,10,69155,10,617,17
320,1,8,1215502,2817,181143,409,3247532,88377,2445,358,43414702,11538536,69883401,8729,3922,1,7,997785041,436,23,12,17,15808,13,236,7
462,3,4,9810404,8636,120507,613,54595952,70402,1019,455,10853844,29407387,30735632,23938,14929,1,71,807558824,236,22,22,16,17733,35,512,18
718,0,5,2319049,3641,296956,105,85787137,13566,549,173,14898793,59226021,51779824,75302,6042,2,3,611765572,923,48,6,18,17775,48,619,13
65,3,8,6292518,4458,311714,844,10253881,37822,561,51,57598752,21172292,43856807,73920,8013,2,36,65918144,324,34,6,19,55627,47,525,17
905,1,0,7587768,5307,313045,550,79118906,51222,2211,116,81584887,27751750,1321918,25762,9678,2,77,1068410297,571,24,24,11,36223,25,795,2
316,2,4,3720464,8933,60186,475,785514,94088,1837,281,19963714,21246102,68691110,28724,19911,0,34,128521538,157,37,19,6,27548,44,403,1
962,1,5,2192614,2041,122066,825,43016496,90450,590,471,69842061,73470708,40134982,90586,3754,0,43,1101459938,439,27,21,10,59221,1,318,9
340,0,3,770173,679,390508,274,52252235,50668,415,256,43021774,7592387,21226336,20653,11187,1,90,556513778,904,33,17,17,21526,43,240,16
219,0,1,5642264,5738,181323,87,11928807,63853,339,56,56187808,49093177,60796747,13507,4365,2,6,1265654712,995,38,13,17,28063,23,452,8
878,1,1,467010,5668,196243,722,80087494,54643,1875,313,47495465,65334939,16059246,72914,16007,1,52,1388949707,368,46,17,8,6079,39,696,17
804,1,4,1655016,9550,36160,880,6761510,22333,0,366,9946581,12258415,38680463,42773,546,2,36,1395065283,162,20,6,3,9204,0,762,5
558,1,1,4221038,7697,19156,76,55384350,15958,47,196,85865152,991072,53055821,35205,3729,2,96,930831951,321,26,20,11,10434,43,780,1
923,2,2,9312483,8033,76208,76,54972496,52442,1164,360,78098270,64174019,62905586,11571,7350,2,79,473573660,333,22,15,11,24941,29,471,15
927,1,2,8376430,62,473196,441,69976656,20954,2087,162,79475490,25315689,25770099,37320,13389,1,12,711803333,648,22,24,4,37161,12,523,12
403,0,0,3880993,7829,465536,539,56167212,75174,2098,394,32381855,24547530,47453878,48853,14643,1,92,669266980,501,48,17,16,1051,17,507,9
772,0,1,2568103,7352,149001,244,28646390,99683,1287,170,47934390,18041318,52895074,30190,15687,1,21,216661846,770,48,8,7,14105,10,426,17
774,0,7,8469872,6915,459822,577,62266006,9675,2086,128,177589,10556895,30955161,89116,1968,1,8,601701867,704,42,14,13,13119,21,206,16
255,0,8,8411883,8326,481658,777,15484602,89590,1538,439,17648459,10105984,27611038,36522,4516,0,54,314583642,258,39,6,4,18480,16,145,7
946,3,0,6482532,3644,231226,381,86040963,31661,2936,274,24771506,72723232,38259443,71801,1259,2,73,1062653528,786,45,19,17,12459,26,405,16
527,3,4,5196467,4970,455775,981,40970474,64289,466,142,83603151,68468762,36172880,44489,14145,0,71,1088731681,848,21,15,15,14463,40,230,7
887,1,7,5952793,8003,447421,716,77547085,17184,1805,467,75504058,36126278,438343,72277,19317,1,53,1318310097,602,23,12,9,68887,49,720,12
968,1,7,8961343,3278,241766,569,32801599,47963,1447,345,50060743,44875847,62012633,1837,2509,2,49,103060264,928,29,24,13,42036,12,633,4
1,2,1,2000609,7296,461691,712,4266630,25822,552,110,1854711,9058152,63084910,53763,12200,0,96,647841807,785,44,23,6,53625,5,532,6
772,1,0,9301434,9014,195413,736,92613538,62303,2257,307,53176461,40438659,47637305,82945,12264,0,82,54551452,599,34,24,19,57534,19,133,9
831,3,0,2697143,3074,357521,141,37234452,76465,813,435,12134801,47425803,12799565,56964,17946,1,69,617799517,907,35,9,16,47069,7,535,6
587,3,8,9251130,8312,305007,892,49785570,5267,1133,348,65837792,53456697,33274525,56398,10277,0,19,80773267,604,26,19,16,49581,41,534,3
240,1,2,9192300,7552,212909,367,91342130,52647,1106,122,71515319,18494308,13844015,82578,3669,1,81,1123629294,525,39,23,5,44627,25,407,10
929,1,4,9549765,1637,65439,83,16279720,62814,705,324,94856555,38674548,47641911,82597,18865,1,74,1071426517,362,46,16,3,45806,30,560,10
335,1,4,1314532,5103,138266,142,17267184,36025,1289,309,85233456,16361635,61784115,94522,11622,1,99,579137468,884,29,9,12,65063,7,700,4
713,2,5,421240,9116,202459,351,99025272,77605,1412,410,96105441,15797100,29863201,53198,16588,1,13,277864169,131,38,21,5,13815,37,630,4
327,0,3,944789,644,121361,544,88136029,981,2244,89,93992123,30378773,37031355,85741,15040,1,71,1357661745,478,29,22,16,19956,48,431,1
714,0,6,2213573,2032,212986,912,5822934,43436,2302,349,94185584,76022336,1307090,35143,17125,1,97,99980126,542,43,19,10,7434,24,283,1
470,0,1,8914501,2761,197286,151,52026113,18472,453,13,3921076,39991601,68866,49427,11080,0,46,409222002,559,34,10,8,58775,48,434,7
62,1,9,2255363,2068,358320,157,12065537,19336,1784,348,40576901,61809411,56483139,6859,7049,0,73,383556721,655,30,8,4,31964,1,762,3
77,1,3,8375741,241,492508,445,75086590,25587,2687,480,654405,9658083,53053066,45507,15516,2,97,693527885,510,32,17,19,63590,1,673,18
731,0,0,5056861,2668,29777,652,46252037,77192,299,87,68244053,62750680,3097937,34356,4263,1,54,525291079,264,22,14,19,29405,48,118,4
246,0,0,6436446,802,256427,957,18885935,92862,1410,155,50326407,42256091,47530539,86501,4737,2,69,1206555556,858,45,18,5,31540,35,648,2
777,1,2,4148887,5059,157255,762,60332499,84046,2258,291,46117348,5851493,13133815,62570,17489,1,2,919284868,660,48,7,8,31936,9,219,8
317,1,5,9595702,195,420661,302,81471680,53013,1829,366,81255822,78420707,31358373,12854,16027,0,51,933513930,859,34,7,9,43262,18,499,4
533,3,3,9057014,2187,198110,623,7603495,84511,273,172,14094233,59432931,20560130,33013,6830,1,25,391583806,283,26,12,8,53862,25,664,2
79,1,3,3668866,2330,349345,655,24208253,9665,1188,332,29903398,8482043,53692578,31654,10015,2,13,1346367287,640,39,10,18,25239,35,492,15
352,2,8,4612338,4841,409414,449,73100130,27097,1494,449,35733432,20331818,26273830,23054,4197,2,70,90896476,717,33,17,15,44481,42,382,11
80,0,9,1033255,3606,414627,720,82843295,91277,2991,363,51227657,13842280,65637016,73728,15095,1,3,701982454,389,27,12,19,15073,4,324,2
691,0,5,7082212,8468,181649,223,65503200,52474,505,355,27342850,15987340,14772583,60254,15053,2,90,333534182,814,21,18,17,39229,32,313,9
563,1,9,8202787,60,278011,42,10692219,71973,2956,190,92139309,30356133,9738565,67720,16472,1,51,478016460,12,46,20,15,38714,23,686,1
41,1,2,4989847,3927,62501,263,51032086,25185,1114,455,29397653,58403069,18365877,45206,19765,0,64,924007807,598,43,8,14,62321,29,677,7
700,1,0,8929285,6296,145338,755,72179262,75911,571,138,77555778,51825580,61449319,36019,11703,0,25,205259632,617,44,23,17,62813,25,676,7
865,1,3,7643603,2591,301566,2,20469532,92643,1239,102,22047424,25745048,49632627,16281,10398,1,18,1164842578,538,33,20,14,34617,22,297,16
567,1,2,3094235,8758,166280,636,74263452,30484,1836,182,74815459,7366210,62825352,5863,19569,1,24,924569534,633,42,17,6,2697,10,659,14
600,3,5,9560067,9763,121544,267,39242473,45610,623,325,66557245,28410975,16749158,52203,6306,0,23,522148354,175,37,23,14,59278,23,125,18
928,0,4,5986126,6121,424429,595,53009697,50807,858,430,83993656,29034662,51709929,75238,12573,2,86,10955553,687,31,10,11,1042,9,244,3
292,3,3,2859653,1200,138439,15,61432741,50907,2553,66,30149263,71311168,9007802,36539,17248,1,78,1031198501,342,45,13,19,33999,2,460,11
369,1,7,387952,2854,255230,333,83686837,57389,2996,406,80948111,47185226,49369451,79072,8246,2,85,1030330527,457,49,6,11,2365,18,384,1
236,0,2,1030117,7024,472242,463,55319087,25835,942,406,93505906,3022721,19680276,42088,16941,1,73,362941618,339,46,14,3,25328,1,178,16
231,1,3,2896818,9428,35362,58,53177805,95279,428,293,99051894,108407,54196883,62438,13018,1,64,1002176755,479,43,15,7,44936,28,129,7
272,1,7,2357821,6972,250449,176,89455219,96453,2376,380,64163891,28298069,13608933,16077,13088,1,52,1236426676,625,42,17,18,26612,3,527,2
196,2,1,8913742,136,313732,62,38776193,53790,1804,90,28214995,29492285,22330850,25273,16124,1,26,420449933,839,39,6,19,64955,21,319,7
